Year,City,Sport,Discipline,Athlete,Country Code,Country,Gender,Event,Medal
1952,Oslo,Skiing,Alpine Skiing,"ROM, Dagmar",AUT,Austria,Women,Giant Slalom,Silver
1952,Oslo,Skiing,Alpine Skiing,"BERGE, Guttorm",NOR,Norway,Men,Slalom,Bronze
1952,Oslo,Skiing,Alpine Skiing,"SCHNEIDER, Othmar",AUT,Austria,Men,Slalom,Gold
1952,Oslo,Skiing,Alpine Skiing,"ERIKSEN, Stein",NOR,Norway,Men,Slalom,Silver
1952,Oslo,Skiing,Alpine Skiing,"BUCHNER, Mirl",FRG,West Germany,Women,Slalom,Bronze
1952,Oslo,Skiing,Alpine Skiing,"MEAD LAWRENCE, Andrea",USA,United States,Women,Slalom,Gold
1952,Oslo,Skiing,Alpine Skiing,"REICHERT, Ossi",FRG,West Germany,Women,Slalom,Silver
1952,Oslo,Skiing,Cross Country Skiing,"RANTANEN, Siiri",FIN,Finland,Women,10KM,Bronze
1952,Oslo,Skiing,Cross Country Skiing,"WIDEMAN, Lydia",FIN,Finland,Women,10KM,Gold
1952,Oslo,Skiing,Cross Country Skiing,"HIETAMIES, Mirja",FIN,Finland,Women,10KM,Silver
1952,Oslo,Skiing,Cross Country Skiing,"LONKILA, Paavo",FIN,Finland,Men,18KM,Bronze
1952,Oslo,Skiing,Cross Country Skiing,"BRENDEN, Hallgeir",NOR,Norway,Men,18KM,Gold
1952,Oslo,Skiing,Cross Country Skiing,"MÄKELÄ, Tapio",FIN,Finland,Men,18KM,Silver
1952,Oslo,Skiing,Cross Country Skiing,"ANDERSSON, Sigurd",SWE,Sweden,Men,4X10KM Relay,Bronze
1952,Oslo,Skiing,Cross Country Skiing,"JOSEFSSON, Enar",SWE,Sweden,Men,4X10KM Relay,Bronze
1952,Oslo,Skiing,Cross Country Skiing,"LUNDSTRÖM, Martin",SWE,Sweden,Men,4X10KM Relay,Bronze
1952,Oslo,Skiing,Cross Country Skiing,"TÄPP, Nils",SWE,Sweden,Men,4X10KM Relay,Bronze
1952,Oslo,Skiing,Cross Country Skiing,"HASU, Heikki",FIN,Finland,Men,4X10KM Relay,Gold
1952,Oslo,Skiing,Cross Country Skiing,"KORHONEN, Urpo",FIN,Finland,Men,4X10KM Relay,Gold
1952,Oslo,Skiing,Cross Country Skiing,"LONKILA, Paavo",FIN,Finland,Men,4X10KM Relay,Gold
1952,Oslo,Skiing,Cross Country Skiing,"MÄKELÄ, Tapio",FIN,Finland,Men,4X10KM Relay,Gold
1952,Oslo,Skiing,Cross Country Skiing,"BRENDEN, Hallgeir",NOR,Norway,Men,4X10KM Relay,Silver
1952,Oslo,Skiing,Cross Country Skiing,"ESTENSTAD, Magnar",NOR,Norway,Men,4X10KM Relay,Silver
1952,Oslo,Skiing,Cross Country Skiing,"KIRKHOLT, Mikal",NOR,Norway,Men,4X10KM Relay,Silver
1952,Oslo,Skiing,Cross Country Skiing,"STOKKEN, Martin",NOR,Norway,Men,4X10KM Relay,Silver
1952,Oslo,Skiing,Cross Country Skiing,"ESTENSTAD, Magnar",NOR,Norway,Men,50KM,Bronze
1952,Oslo,Skiing,Cross Country Skiing,"HAKULINEN, Veikko",FIN,Finland,Men,50KM,Gold
1952,Oslo,Skiing,Cross Country Skiing,"KOLEHMAINEN, Eero",FIN,Finland,Men,50KM,Silver
1952,Oslo,Skiing,Nordic Combined,"STENERSEN, Sverre",NOR,Norway,Men,Individual,Bronze
1952,Oslo,Skiing,Nordic Combined,"SLATTVIK, Simon",NOR,Norway,Men,Individual,Gold
1952,Oslo,Skiing,Nordic Combined,"HASU, Heikki",FIN,Finland,Men,Individual,Silver
1952,Oslo,Skiing,Ski Jumping,"HOLMSTRÖM, Karl",SWE,Sweden,Men,K90 Individual (70M),Bronze
1952,Oslo,Skiing,Ski Jumping,"BERGMANN, Arnfinn",NOR,Norway,Men,K90 Individual (70M),Gold
1952,Oslo,Skiing,Ski Jumping,"FALKANGER, Torbjorn",NOR,Norway,Men,K90 Individual (70M),Silver
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"BUTLER, Charles",USA,United States,Men,Four-Man,Bronze
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"DODGE, William L.",USA,United States,Men,Four-Man,Bronze
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"LAMY, James Ernest",USA,United States,Men,Four-Man,Bronze
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"TYLER, Arthur W.",USA,United States,Men,Four-Man,Bronze
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"ALT, Robert",SUI,Switzerland,Men,Four-Man,Gold
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"ANGST, Heinrich",SUI,Switzerland,Men,Four-Man,Gold
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"DIENER, Gottfried",SUI,Switzerland,Men,Four-Man,Gold
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"KAPUS, Franz",SUI,Switzerland,Men,Four-Man,Gold
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"ALVERA, Renzo",ITA,Italy,Men,Four-Man,Silver
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"GIRARDI, Ulrico",ITA,Italy,Men,Four-Man,Silver
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"MOCELLINI, Renato",ITA,Italy,Men,Four-Man,Silver
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"MONTI, Eugenio",ITA,Italy,Men,Four-Man,Silver
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"ANGST, Max",SUI,Switzerland,Men,Two-Man,Bronze
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"WARBURTON, Harry",SUI,Switzerland,Men,Two-Man,Bronze
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"CONTI, Giacomo",ITA,Italy,Men,Two-Man,Gold
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"DALLA COSTA, Lamberto",ITA,Italy,Men,Two-Man,Gold
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"ALVERA, Renzo",ITA,Italy,Men,Two-Man,Silver
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,"MONTI, Eugenio",ITA,Italy,Men,Two-Man,Silver
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"BRODEUR, Denis",CAN,Canada,Men,Ice Hockey,Bronze
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"BROOKER, Charles",CAN,Canada,Men,Ice Hockey,Bronze
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"COLVIN, William",CAN,Canada,Men,Ice Hockey,Bronze
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"HORNE, Alfred James",CAN,Canada,Men,Ice Hockey,Bronze
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"HURST, Arthur",CAN,Canada,Men,Ice Hockey,Bronze
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"KLINCK, Byrle",CAN,Canada,Men,Ice Hockey,Bronze
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"KNOX, Paul",CAN,Canada,Men,Ice Hockey,Bronze
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"LAUFMAN, Kenneth",CAN,Canada,Men,Ice Hockey,Bronze
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"LEE, Howard Stewart",CAN,Canada,Men,Ice Hockey,Bronze
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"LOGAN, James",CAN,Canada,Men,Ice Hockey,Bronze
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"MARTIN, Floyd",CAN,Canada,Men,Ice Hockey,Bronze
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"MCKENZIE, John A.",CAN,Canada,Men,Ice Hockey,Bronze
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"ROPE, Donald",CAN,Canada,Men,Ice Hockey,Bronze
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"SCHOLES, George",CAN,Canada,Men,Ice Hockey,Bronze
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"THEBERGE, Gerry",CAN,Canada,Men,Ice Hockey,Bronze
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"WHITE, Robert",CAN,Canada,Men,Ice Hockey,Bronze
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"WOODALL, Keith Eugene",CAN,Canada,Men,Ice Hockey,Bronze
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"BABICH, Evgeniy",URS,Soviet Union,Men,Ice Hockey,Gold
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"BOBROV, Vsevolod",URS,Soviet Union,Men,Ice Hockey,Gold
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"GURYSHEV, Aleksey",URS,Soviet Union,Men,Ice Hockey,Gold
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"KHLYSTOV, Nikolaï",URS,Soviet Union,Men,Ice Hockey,Gold
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"KOUZINE, Valentin",URS,Soviet Union,Men,Ice Hockey,Gold
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"KRYLOV, Yuri",URS,Soviet Union,Men,Ice Hockey,Gold
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"KUCHEVSKIY, Alfred",URS,Soviet Union,Men,Ice Hockey,Gold
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"MKRTCHAN, Grigori",URS,Soviet Union,Men,Ice Hockey,Gold
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"NIKIFOROV, Viktor",URS,Soviet Union,Men,Ice Hockey,Gold
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"PANTJUKHOV, Yuri",URS,Soviet Union,Men,Ice Hockey,Gold
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"PUCHKOV, Nikolaï",URS,Soviet Union,Men,Ice Hockey,Gold
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"SHUVALOV, Viktor",URS,Soviet Union,Men,Ice Hockey,Gold
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"SIDORENKOV, Genrikh",URS,Soviet Union,Men,Ice Hockey,Gold
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"SOLOGUBOV, Nikolaï",URS,Soviet Union,Men,Ice Hockey,Gold
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"TREGUBOV, Ivan",URS,Soviet Union,Men,Ice Hockey,Gold
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"UKOLOV, Dimitri",URS,Soviet Union,Men,Ice Hockey,Gold
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"UVAROV, Aleksandr",URS,Soviet Union,Men,Ice Hockey,Gold
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"ANDERSON, Wendell Richard",USA,United States,Men,Ice Hockey,Silver
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"BURTNETT, Wellington Parker",USA,United States,Men,Ice Hockey,Silver
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"CAMPBELL, Eugene Edward",USA,United States,Men,Ice Hockey,Silver
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"CHRISTIAN, Gordon Eugene",USA,United States,Men,Ice Hockey,Silver
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"CLEARY, William John",USA,United States,Men,Ice Hockey,Silver
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"DOUGHERTY, Richard Leo",USA,United States,Men,Ice Hockey,Silver
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"IKOLA, Willard John",USA,United States,Men,Ice Hockey,Silver
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"MATCHEFTS, John Peter",USA,United States,Men,Ice Hockey,Silver
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"MAYASICH, John Edward",USA,United States,Men,Ice Hockey,Silver
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"MCKINNON, Daniel Duncan",USA,United States,Men,Ice Hockey,Silver
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"MEREDITH, Richard Otis",USA,United States,Men,Ice Hockey,Silver
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"OLSON, Weldon Howard",USA,United States,Men,Ice Hockey,Silver
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"PETTROSKE, John Edward",USA,United States,Men,Ice Hockey,Silver
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"PURPUR, Kenneth Richard",USA,United States,Men,Ice Hockey,Silver
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"RIGAZIO, Donald Edmund",USA,United States,Men,Ice Hockey,Silver
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"RODENHEISER, Richard Peter",USA,United States,Men,Ice Hockey,Silver
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,"SAMPSON, Edward Horace",USA,United States,Men,Ice Hockey,Silver
1956,Cortina d'Ampezzo,Skating,Figure skating,"JENKINS, David",USA,United States,Men,Individual,Bronze
1956,Cortina d'Ampezzo,Skating,Figure skating,"JENKINS, Hayes",USA,United States,Men,Individual,Gold
1956,Cortina d'Ampezzo,Skating,Figure skating,"ROBERTSON, Ronald",USA,United States,Men,Individual,Silver
1956,Cortina d'Ampezzo,Skating,Figure skating,"WENDL, Ingrid",AUT,Austria,Women,Individual,Bronze
1956,Cortina d'Ampezzo,Skating,Figure skating,"ALBRIGHT, Tenley",USA,United States,Women,Individual,Gold
1956,Cortina d'Ampezzo,Skating,Figure skating,"HEISS, Carol",USA,United States,Women,Individual,Silver
1956,Cortina d'Ampezzo,Skating,Figure skating,"NAGY, Laszlo",HUN,Hungary,Men,Pairs,Bronze
1956,Cortina d'Ampezzo,Skating,Figure skating,"NAGY, Marianna",HUN,Hungary,Women,Pairs,Bronze
1956,Cortina d'Ampezzo,Skating,Figure skating,"OPPELT, Kurt",AUT,Austria,Men,Pairs,Gold
1956,Cortina d'Ampezzo,Skating,Figure skating,"SCHWARZ, Elisabeth",AUT,Austria,Women,Pairs,Gold
1956,Cortina d'Ampezzo,Skating,Figure skating,"BOWDEN, Norris",CAN,Canada,Men,Pairs,Silver
1956,Cortina d'Ampezzo,Skating,Figure skating,"DAFOE, Frances",CAN,Canada,Women,Pairs,Silver
1956,Cortina d'Ampezzo,Skating,Speed skating,"GONCHARENKO, Oleg",URS,Soviet Union,Men,10000M,Bronze
1956,Cortina d'Ampezzo,Skating,Speed skating,"ERICSSON, Sigvard",SWE,Sweden,Men,10000M,Gold
1956,Cortina d'Ampezzo,Skating,Speed skating,"JOHANNESEN, Knut",NOR,Norway,Men,10000M,Silver
1956,Cortina d'Ampezzo,Skating,Speed skating,"SALONEN, Toivo",FIN,Finland,Men,1500M,Bronze
1956,Cortina d'Ampezzo,Skating,Speed skating,"GRISHIN, Yevgeny",URS,Soviet Union,Men,1500M,Gold
1956,Cortina d'Ampezzo,Skating,Speed skating,"MIKHAILOV, Yury",URS,Soviet Union,Men,1500M,Gold
1956,Cortina d'Ampezzo,Skating,Speed skating,"GONCHARENKO, Oleg",URS,Soviet Union,Men,5000M,Bronze
1956,Cortina d'Ampezzo,Skating,Speed skating,"SHILKOV, Boris",URS,Soviet Union,Men,5000M,Gold
1956,Cortina d'Ampezzo,Skating,Speed skating,"ERICSSON, Sigvard",SWE,Sweden,Men,5000M,Silver
1956,Cortina d'Ampezzo,Skating,Speed skating,"GJESTVANG, Alv",NOR,Norway,Men,500M,Bronze
1956,Cortina d'Ampezzo,Skating,Speed skating,"GRISHIN, Yevgeny",URS,Soviet Union,Men,500M,Gold
1956,Cortina d'Ampezzo,Skating,Speed skating,"GRACH, Rafael",URS,Soviet Union,Men,500M,Silver
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"MOLTERER, Andreas",AUT,Austria,Men,Downhill,Bronze
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"SAILER, Anton",AUT,Austria,Men,Downhill,Gold
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"FELLAY, Raymond",SUI,Switzerland,Men,Downhill,Silver
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"WHEELER, Lucile",CAN,Canada,Women,Downhill,Bronze
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"BERTHOD, Madeleine",SUI,Switzerland,Women,Downhill,Gold
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"DÄNZER, Frieda",SUI,Switzerland,Women,Downhill,Silver
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"SCHUSTER, Walter",AUT,Austria,Men,Giant Slalom,Bronze
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"SAILER, Anton",AUT,Austria,Men,Giant Slalom,Gold
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"MOLTERER, Andreas",AUT,Austria,Men,Giant Slalom,Silver
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"HOCHLEITNER, Dorothea",AUT,Austria,Women,Giant Slalom,Bronze
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"REICHERT, Ossi",EUA,United Team of Germany,Women,Giant Slalom,Gold
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"FRANDL, Josefine",AUT,Austria,Women,Giant Slalom,Silver
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"SOLLANDER, Stig",SWE,Sweden,Men,Slalom,Bronze
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"SAILER, Anton",AUT,Austria,Men,Slalom,Gold
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"IGAYA, Chiharu",JPN,Japan,Men,Slalom,Silver
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"SIDOROVA, Yevgeniya",URS,Soviet Union,Women,Slalom,Bronze
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"COLLIARD, Renée",SUI,Switzerland,Women,Slalom,Gold
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,"SCHÖPF, Regina",AUT,Austria,Women,Slalom,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"EDSTRÖM, Sonja",SWE,Sweden,Women,10KM,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"BARANOVA, Lyubov",URS,Soviet Union,Women,10KM,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"YEROSHINA, Radya",URS,Soviet Union,Women,10KM,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"KOLCHIN, Pavel",URS,Soviet Union,Men,15KM,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"BRENDEN, Hallgeir",NOR,Norway,Men,15KM,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"JERNBERG, Sixten",SWE,Sweden,Men,15KM,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"KOLCHIN, Pavel",URS,Soviet Union,Men,30KM Mass Start,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"HAKULINEN, Veikko",FIN,Finland,Men,30KM Mass Start,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"JERNBERG, Sixten",SWE,Sweden,Men,30KM Mass Start,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"EDSTRÖM, Sonja",SWE,Sweden,Women,3X5KM Relay,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"ERIKSSON, Anna Lisa",SWE,Sweden,Women,3X5KM Relay,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"JOHANSSON, Irma",SWE,Sweden,Women,3X5KM Relay,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"HIETAMIES, Mirja",FIN,Finland,Women,3X5KM Relay,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"POLKUNEN, Sirkka",FIN,Finland,Women,3X5KM Relay,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"RANTANEN, Siiri",FIN,Finland,Women,3X5KM Relay,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"BARANOVA, Lyubov",URS,Soviet Union,Women,3X5KM Relay,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"KOLCHINA, Alevtina",URS,Soviet Union,Women,3X5KM Relay,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"YEROSHINA, Radya",URS,Soviet Union,Women,3X5KM Relay,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"JERNBERG, Sixten",SWE,Sweden,Men,4X10KM Relay,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"LARSSON, Lennart",SWE,Sweden,Men,4X10KM Relay,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"LARSSON, Per-Erik",SWE,Sweden,Men,4X10KM Relay,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"SAMUELSSON, Gunnar",SWE,Sweden,Men,4X10KM Relay,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"ANIKIN, Nikolay",URS,Soviet Union,Men,4X10KM Relay,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"KOLCHIN, Pavel",URS,Soviet Union,Men,4X10KM Relay,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"KOUZINE, Vladimir",URS,Soviet Union,Men,4X10KM Relay,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"TERENTYEV, Fyodor",URS,Soviet Union,Men,4X10KM Relay,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"HAKULINEN, Veikko",FIN,Finland,Men,4X10KM Relay,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"KIURU, August",FIN,Finland,Men,4X10KM Relay,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"KORTELAINEN, Jorma",FIN,Finland,Men,4X10KM Relay,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"VIITANEN, Arvo",FIN,Finland,Men,4X10KM Relay,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"TERENTYEV, Fyodor",URS,Soviet Union,Men,50KM,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"JERNBERG, Sixten",SWE,Sweden,Men,50KM,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,"HAKULINEN, Veikko",FIN,Finland,Men,50KM,Silver
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,"GASIENICA-GRON, Franciszek",POL,Poland,Men,Individual,Bronze
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,"STENERSEN, Sverre",NOR,Norway,Men,Individual,Gold
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,"ERIKSSON, Bengt",SWE,Sweden,Men,Individual,Silver
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,"GLASS, Harry",EUA,United Team of Germany,Men,K90 Individual (70M),Bronze
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,"HYVÄRINEN, Antti",FIN,Finland,Men,K90 Individual (70M),Gold
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,"KALLAKORPI, Aulis",FIN,Finland,Men,K90 Individual (70M),Silver
1960,Squaw Valley,Biathlon,Biathlon,"PRIVALOV, Aleksandr",URS,Soviet Union,Men,20KM,Bronze
1960,Squaw Valley,Biathlon,Biathlon,"LESTANDER, Klas",SWE,Sweden,Men,20KM,Gold
1960,Squaw Valley,Biathlon,Biathlon,"TYRVÄINEN, Antti",FIN,Finland,Men,20KM,Silver
1960,Squaw Valley,Ice Hockey,Ice Hockey,"ALEKSANDROV, Veniamin",URS,Soviet Union,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,"ALMETOV, Aleksandr",URS,Soviet Union,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,"BAULIN, Yuri",URS,Soviet Union,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,"BYCHKOV, Mikhail",URS,Soviet Union,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,"GREBENNIKOV, Vladimir",URS,Soviet Union,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,"GROSHEV, Evgeni",URS,Soviet Union,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,"KARPOV, Nikolaï",URS,Soviet Union,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,"KUCHEVSKIY, Alfred",URS,Soviet Union,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,"LOKTEV, Konstantin",URS,Soviet Union,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,"PETUKHOV, Stanislav",URS,Soviet Union,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,"PRYAZHNIKOV, Viktor",URS,Soviet Union,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,"PUCHKOV, Nikolaï",URS,Soviet Union,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,"SIDORENKOV, Genrikh",URS,Soviet Union,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,"SOLOGUBOV, Nikolaï",URS,Soviet Union,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,"TSITSINOV, Yuri",URS,Soviet Union,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,"YAKUSHEV, Viktor",URS,Soviet Union,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,"YERKIN, Evgeni",URS,Soviet Union,Men,Ice Hockey,Bronze
1960,Squaw Valley,Ice Hockey,Ice Hockey,"CHRISTIAN, Roger Allen",USA,United States,Men,Ice Hockey,Gold
1960,Squaw Valley,Ice Hockey,Ice Hockey,"CHRISTIAN, William David",USA,United States,Men,Ice Hockey,Gold
1960,Squaw Valley,Ice Hockey,Ice Hockey,"CLEARY, Robert Barry",USA,United States,Men,Ice Hockey,Gold
1960,Squaw Valley,Ice Hockey,Ice Hockey,"CLEARY, William John",USA,United States,Men,Ice Hockey,Gold
1960,Squaw Valley,Ice Hockey,Ice Hockey,"GRAZIA, Eugene",USA,United States,Men,Ice Hockey,Gold
1960,Squaw Valley,Ice Hockey,Ice Hockey,"JOHNSON, Paul Herbert",USA,United States,Men,Ice Hockey,Gold
1960,Squaw Valley,Ice Hockey,Ice Hockey,"KIRRANE, John J.",USA,United States,Men,Ice Hockey,Gold
1960,Squaw Valley,Ice Hockey,Ice Hockey,"MAYASICH, John Edward",USA,United States,Men,Ice Hockey,Gold
1960,Squaw Valley,Ice Hockey,Ice Hockey,"MCCARTAN, John",USA,United States,Men,Ice Hockey,Gold
1960,Squaw Valley,Ice Hockey,Ice Hockey,"MCVEY, Robert",USA,United States,Men,Ice Hockey,Gold
1960,Squaw Valley,Ice Hockey,Ice Hockey,"MEREDITH, Richard Otis",USA,United States,Men,Ice Hockey,Gold
